# energy dos(up) dos(down)
-7.735000000000004761e+00 4.860695454940962279e-02 -0.000000000000000000e+00
-7.725000000000004974e+00 3.948713047647910146e-02 -0.000000000000000000e+00
-7.715000000000005187e+00 3.181127426887393750e-02 -0.000000000000000000e+00
-7.705000000000005400e+00 2.541264684999875248e-02 -0.000000000000000000e+00
-7.695000000000005613e+00 2.012176550222875490e-02 -0.000000000000000000e+00
-7.685000000000005826e+00 1.579436615145684425e-02 -0.000000000000000000e+00
-7.675000000000006040e+00 1.230037059742526001e-02 -0.000000000000000000e+00
-7.665000000000006253e+00 9.494674781268792538e-03 -0.000000000000000000e+00
-7.655000000000006466e+00 7.255177154289534081e-03 -0.000000000000000000e+00
-7.645000000000006679e+00 5.499738705062899233e-03 -0.000000000000000000e+00
-7.635000000000006892e+00 4.131400163591334405e-03 -0.000000000000000000e+00
-7.625000000000007105e+00 3.071016522268152967e-03 -0.000000000000000000e+00
-7.615000000000007319e+00 2.260596496014928049e-03 -0.000000000000000000e+00
-7.605000000000007532e+00 1.648097942456298610e-03 -0.000000000000000000e+00
-7.595000000000007745e+00 1.181823509442292419e-03 -0.000000000000000000e+00
-7.585000000000007958e+00 8.360719984498317901e-04 -0.000000000000000000e+00
-7.575000000000008171e+00 5.890499882930331490e-04 -0.000000000000000000e+00
-7.565000000000008384e+00 4.078632572678987786e-04 -0.000000000000000000e+00
-7.555000000000008598e+00 2.770409528193510241e-04 -0.000000000000000000e+00
-7.545000000000008811e+00 1.874675499602834760e-04 -0.000000000000000000e+00
-7.535000000000009024e+00 1.238539833522762836e-04 -0.000000000000000000e+00
-7.525000000000009237e+00 7.317451877142019110e-05 -0.000000000000000000e+00
-7.515000000000009450e+00 4.802610963753034101e-05 -0.000000000000000000e+00
-7.505000000000009663e+00 3.252994302244620979e-05 -0.000000000000000000e+00
-7.495000000000009877e+00 1.189662488923721213e-05 -0.000000000000000000e+00
-7.485000000000010090e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.475000000000010303e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.465000000000010516e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.455000000000010729e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.445000000000010942e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.435000000000011156e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.425000000000011369e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.415000000000011582e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.405000000000011795e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.395000000000012008e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.385000000000012221e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.375000000000012434e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.365000000000012648e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.355000000000012861e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.345000000000013074e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.335000000000013287e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.325000000000013500e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.315000000000013713e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.305000000000013927e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.295000000000014140e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.285000000000014353e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.275000000000014566e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.265000000000014779e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.255000000000014992e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.245000000000015206e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.235000000000015419e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.225000000000015632e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.215000000000015845e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.205000000000016058e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.195000000000016271e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.185000000000016485e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.175000000000016698e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.165000000000016911e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.155000000000017124e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.145000000000017337e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.135000000000017550e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.125000000000017764e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.115000000000017977e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.105000000000018190e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.095000000000018403e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.085000000000018616e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.075000000000018829e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.065000000000019043e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.055000000000019256e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.045000000000019469e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.035000000000019682e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.025000000000019895e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.015000000000020108e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-7.005000000000020322e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.995000000000020535e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.985000000000020748e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.975000000000020961e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.965000000000021174e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.955000000000021387e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.945000000000021600e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.935000000000021814e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.925000000000022027e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.915000000000022240e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.905000000000022453e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.895000000000022666e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.885000000000022879e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.875000000000023093e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.865000000000023306e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.855000000000023519e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.845000000000023732e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.835000000000023945e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.825000000000024158e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.815000000000024372e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.805000000000024585e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.795000000000024798e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.785000000000025011e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.775000000000025224e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.765000000000025437e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.755000000000025651e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.745000000000025864e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.735000000000026077e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.725000000000026290e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.715000000000026503e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.705000000000026716e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.695000000000026930e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.685000000000027143e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.675000000000027356e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.665000000000027569e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.655000000000027782e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.645000000000027995e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.635000000000028209e+00 0.000000000000000000e+00 -0.000000000000000000e+00
-6.625000000000028422e+00 1.338370300039186470e-05 -0.000000000000000000e+00
-6.615000000000028635e+00 1.986655714976216021e-05 -0.000000000000000000e+00
-6.605000000000028848e+00 3.811864557194684204e-05 -0.000000000000000000e+00
-6.595000000000029061e+00 6.018579250311480963e-05 -0.000000000000000000e+00
-6.585000000000029274e+00 8.727960771595408653e-05 -0.000000000000000000e+00
-6.575000000000029488e+00 1.253248898850914861e-04 -0.000000000000000000e+00
-6.565000000000029701e+00 1.781837800225808126e-04 -0.000000000000000000e+00
-6.555000000000029914e+00 2.508452241500439862e-04 -0.000000000000000000e+00
-6.545000000000030127e+00 3.496639647025340594e-04 -0.000000000000000000e+00
-6.535000000000030340e+00 4.826183433609128695e-04 -0.000000000000000000e+00
-6.525000000000030553e+00 6.610636300675698778e-04 -0.000000000000000000e+00
-6.515000000000030767e+00 8.947635583299026274e-04 -0.000000000000000000e+00
-6.505000000000030980e+00 1.208122978066773030e-03 -0.000000000000000000e+00
-6.495000000000031193e+00 1.609163552341186069e-03 -0.000000000000000000e+00
-6.485000000000031406e+00 2.129299603753717889e-03 -0.000000000000000000e+00
-6.475000000000031619e+00 2.776953590075886564e-03 -0.000000000000000000e+00
-6.465000000000031832e+00 3.587126140384459642e-03 -0.000000000000000000e+00
-6.455000000000032045e+00 4.589729600642613629e-03 -0.000000000000000000e+00
-6.445000000000032259e+00 5.817118914158124661e-03 -0.000000000000000000e+00
-6.435000000000032472e+00 7.303466116433225686e-03 -0.000000000000000000e+00
-6.425000000000032685e+00 9.092819921669693939e-03 -0.000000000000000000e+00
-6.415000000000032898e+00 1.121555757874232936e-02 -0.000000000000000000e+00
-6.405000000000033111e+00 1.370707811199425863e-02 -0.000000000000000000e+00
-6.395000000000033324e+00 1.659159915253673873e-02 -0.000000000000000000e+00
-6.385000000000033538e+00 1.990318680927335299e-02 -0.000000000000000000e+00
-6.375000000000033751e+00 2.366431434320650021e-02 -0.000000000000000000e+00
-6.365000000000033964e+00 2.789029589627760319e-02 -0.000000000000000000e+00
-6.355000000000034177e+00 3.258791740770417000e-02 -0.000000000000000000e+00
-6.345000000000034390e+00 3.775431679142533803e-02 -0.000000000000000000e+00
-6.335000000000034603e+00 4.337620764519320438e-02 -0.000000000000000000e+00
-6.325000000000034817e+00 4.942952453839397076e-02 -0.000000000000000000e+00
-6.315000000000035030e+00 5.587954253096144575e-02 -0.000000000000000000e+00
-6.305000000000035243e+00 6.268149043968530842e-02 -0.000000000000000000e+00
-6.295000000000035456e+00 6.978163900842271339e-02 -0.000000000000000000e+00
-6.285000000000035669e+00 7.711880499943832290e-02 -0.000000000000000000e+00
-6.275000000000035882e+00 8.462617436819730443e-02 -0.000000000000000000e+00
-6.265000000000036096e+00 9.223331636796971988e-02 -0.000000000000000000e+00
-6.255000000000036309e+00 9.986823959342064350e-02 -0.000000000000000000e+00
-6.245000000000036522e+00 1.074593337196967924e-01 -0.000000000000000000e+00
-6.235000000000036735e+00 1.149370488348603891e-01 -0.000000000000000000e+00
-6.225000000000036948e+00 1.222351879770292860e-01 -0.000000000000000000e+00
-6.215000000000037161e+00 1.292932132474793883e-01 -0.000000000000000000e+00
-6.205000000000037375e+00 1.360513249738495023e-01 -0.000000000000000000e+00
-6.195000000000037588e+00 1.424632989998962651e-01 -0.000000000000000000e+00
-6.185000000000037801e+00 1.484736374610491627e-01 -0.000000000000000000e+00
-6.175000000000038014e+00 1.540355038675478849e-01 -0.000000000000000000e+00
-6.165000000000038227e+00 1.591110920352065139e-01 -0.000000000000000000e+00
-6.155000000000038440e+00 1.636577565225909303e-01 -0.000000000000000000e+00
-6.145000000000038654e+00 1.676243309700913564e-01 -0.000000000000000000e+00
-6.135000000000038867e+00 1.709732531604335470e-01 -0.000000000000000000e+00
-6.125000000000039080e+00 1.736666849523026412e-01 -0.000000000000000000e+00
-6.115000000000039293e+00 1.756565965664913243e-01 -0.000000000000000000e+00
-6.105000000000039506e+00 1.769074297284333463e-01 -0.000000000000000000e+00
-6.095000000000039719e+00 1.773852063111532318e-01 -0.000000000000000000e+00
-6.085000000000039933e+00 1.770629835243498762e-01 -0.000000000000000000e+00
-6.075000000000040146e+00 1.759236186244297062e-01 -0.000000000000000000e+00
-6.065000000000040359e+00 1.739640889090038889e-01 -0.000000000000000000e+00
-6.055000000000040572e+00 1.711929220634463844e-01 -0.000000000000000000e+00
-6.045000000000040785e+00 1.676424835443930950e-01 -0.000000000000000000e+00
-6.035000000000040998e+00 1.633572902813595351e-01 -0.000000000000000000e+00
-6.025000000000041211e+00 1.584046650487883623e-01 -0.000000000000000000e+00
-6.015000000000041425e+00 1.528774191393054427e-01 -0.000000000000000000e+00
-6.005000000000041638e+00 1.468775066209500046e-01 -0.000000000000000000e+00
-5.995000000000041851e+00 1.405268842074753888e-01 -0.000000000000000000e+00
-5.985000000000042064e+00 1.339645982066235141e-01 -0.000000000000000000e+00
-5.975000000000042277e+00 1.273282982325968926e-01 -0.000000000000000000e+00
-5.965000000000042490e+00 1.207682402830354412e-01 -0.000000000000000000e+00
-5.955000000000042704e+00 1.144374934683457801e-01 -1.487078111154651516e-06
-5.945000000000042917e+00 1.084633336198605746e-01 -2.207395238862462199e-06
-5.935000000000043130e+00 1.029773514055261907e-01 -6.218175878422517804e-06
-5.925000000000043343e+00 9.808913762293966498e-02 -9.134811226222265724e-06
-5.915000000000043556e+00 9.388717376572883189e-02 -1.477437343034634745e-05
-5.905000000000043769e+00 9.043571368695917101e-02 -2.580563844996196677e-05
-5.895000000000043983e+00 8.777278596838150593e-02 -4.161797191290588741e-05
-5.885000000000044196e+00 8.591090843945510536e-02 -6.258298439982684918e-05
-5.875000000000044409e+00 8.483234448795527738e-02 -9.046850190682551019e-05
-5.865000000000044622e+00 8.449787924003175632e-02 -1.275313231510306834e-04
-5.855000000000044835e+00 8.485424273258676542e-02 -1.780924466805492942e-04
-5.845000000000045048e+00 8.580894708620324940e-02 -2.463684052215876861e-04
-5.835000000000045262e+00 8.727194002579127807e-02 -3.391138902030124778e-04
-5.825000000000045475e+00 8.914173280032229585e-02 -4.635372004040447355e-04
-5.815000000000045688e+00 9.131057309531220856e-02 -6.270620791278394340e-04
-5.805000000000045901e+00 9.368884376062758257e-02 -8.368807173876095188e-04
-5.795000000000046114e+00 9.615585663186274057e-02 -1.106635655251258111e-03
-5.785000000000046327e+00 9.863515182521069569e-02 -1.451395108026187026e-03
-5.775000000000046541e+00 1.010494205363400011e-01 -1.887433728351104248e-03
-5.765000000000046754e+00 1.033323875712926776e-01 -2.428820705286673185e-03
-5.755000000000046967e+00 1.054376195095364510e-01 -3.097136917980756847e-03
-5.745000000000047180e+00 1.073341145272381919e-01 -3.913610143927665451e-03
-5.735000000000047393e+00 1.090054442867290085e-01 -4.902192984097903522e-03
-5.725000000000047606e+00 1.104481393106205162e-01 -6.083783332808696126e-03
-5.715000000000047820e+00 1.116685218033387772e-01 -7.484072574107680266e-03
-5.705000000000048033e+00 1.126844944287161837e-01 -9.123142048677920085e-03
-5.695000000000048246e+00 1.135098867394831734e-01 -1.102697726400199071e-02
-5.685000000000048459e+00 1.141800017881385854e-01 -1.320932704684391057e-02
-5.675000000000048672e+00 1.147104138061631889e-01 -1.568524583698414909e-02
-5.665000000000048885e+00 1.151397194089389536e-01 -1.846068117301477227e-02
-5.655000000000049099e+00 1.154783681788131011e-01 -2.154134814407743584e-02
-5.645000000000049312e+00 1.157481595980513478e-01 -2.492136820517138959e-02
-5.635000000000049525e+00 1.159624571706009827e-01 -2.858631115088183447e-02
-5.625000000000049738e+00 1.161328071818191338e-01 -3.252140959526261116e-02
-5.615000000000049951e+00 1.162657160387561006e-01 -3.668717675320454230e-02
-5.605000000000050164e+00 1.163672289833629636e-01 -4.104894417223758918e-02
-5.595000000000050377e+00 1.164449920151108819e-01 -4.556032874578799796e-02
-5.585000000000050591e+00 1.164985497687932026e-01 -5.016831252134319741e-02
-5.575000000000050804e+00 1.165190344870242201e-01 -5.481475719171750860e-02
-5.565000000000051017e+00 1.165035883004232886e-01 -5.943826478641556221e-02
-5.555000000000051230e+00 1.164461034630743796e-01 -6.397630063042408777e-02
-5.545000000000051443e+00 1.163381406880966834e-01 -6.837341893767014123e-02
-5.535000000000051656e+00 1.161733365623973530e-01 -7.257009221063809301e-02
-5.525000000000051870e+00 1.159347648169047756e-01 -7.651005635816748862e-02
-5.515000000000052083e+00 1.156134457794230352e-01 -8.016042400730435946e-02
-5.505000000000052296e+00 1.151870461886325969e-01 -8.347335463566277203e-02
-5.495000000000052509e+00 1.146446285431168000e-01 -8.643465889376156230e-02
-5.485000000000052722e+00 1.139699315252983985e-01 -8.903860183979474263e-02
-5.475000000000052935e+00 1.131516681113690637e-01 -9.128191038253623268e-02
-5.465000000000053149e+00 1.121878778635599372e-01 -9.317653636156100760e-02
-5.455000000000053362e+00 1.110795795026800342e-01 -9.474609802327037256e-02
-5.445000000000053575e+00 1.098305748395281140e-01 -9.602794591833065108e-02
-5.435000000000053788e+00 1.084668050837943737e-01 -9.706162606480105148e-02
-5.425000000000054001e+00 1.070252912917552812e-01 -9.790197705843189935e-02
-5.415000000000054214e+00 1.055437846997242246e-01 -9.859337646677383826e-02
-5.405000000000054428e+00 1.040776350541650769e-01 -9.919179971299235676e-02
-5.395000000000054641e+00 1.026944941056597838e-01 -9.975281697039427298e-02
-5.385000000000054854e+00 1.014635913230732961e-01 -1.003296231624827423e-01
-5.375000000000055067e+00 1.004769833824963043e-01 -1.009801229645075210e-01
-5.365000000000055280e+00 9.980505738088180090e-02 -1.017397715046209350e-01
-5.355000000000055493e+00 9.952934584663392092e-02 -1.026592370978560570e-01
-5.345000000000055707e+00 9.972569642048811911e-02 -1.037735271334191828e-01
-5.335000000000055920e+00 1.004555034163211319e-01 -1.051246326190115044e-01
-5.325000000000056133e+00 1.017705047049668882e-01 -1.067345567907308224e-01
-5.315000000000056346e+00 1.037018310009543143e-01 -1.086245667582385332e-01
-5.305000000000056559e+00 1.062812002118824484e-01 -1.108186646251775875e-01
-5.295000000000056772e+00 1.095062823790502182e-01 -1.133321992264467865e-01
-5.285000000000056986e+00 1.133555225941677430e-01 -1.161829461448778411e-01
-5.275000000000057199e+00 1.178011481613490258e-01 -1.193673914053529905e-01
-5.265000000000057412e+00 1.227938713082552397e-01 -1.228923340310644763e-01
-5.255000000000057625e+00 1.282788988436991684e-01 -1.267449501377485854e-01
-5.245000000000057838e+00 1.341816890586766398e-01 -1.309183179256192542e-01
-5.235000000000058051e+00 1.404294921005830588e-01 -1.353845966810507950e-01
-5.225000000000058265e+00 1.469518300307884051e-01 -1.401105830371897065e-01
-5.215000000000058478e+00 1.536607488641361374e-01 -1.450593334321855776e-01
-5.205000000000058691e+00 1.604815511704920927e-01 -1.501752552835884658e-01
-5.195000000000058904e+00 1.673500210513805819e-01 -1.554039323766753522e-01
-5.185000000000059117e+00 1.741985987979478290e-01 -1.606847378384106406e-01
-5.175000000000059330e+00 1.809672901771740006e-01 -1.659574201627672385e-01
-5.165000000000059543e+00 1.876145947874768849e-01 -1.711490256983680402e-01
-5.155000000000059757e+00 1.940919895387288874e-01 -1.761891192533762140e-01
-5.145000000000059970e+00 2.003578995429799170e-01 -1.810287451478033438e-01
-5.135000000000060183e+00 2.063987969085023799e-01 -1.856161719939411481e-01
-5.125000000000060396e+00 2.121806622469509240e-01 -1.899100925183185296e-01
-5.115000000000060609e+00 2.176840806149322738e-01 -1.938993827507237144e-01
-5.105000000000060822e+00 2.228943128646880545e-01 -1.975738185527210478e-01
-5.095000000000061036e+00 2.278010448754322625e-01 -2.009477597383671210e-01
-5.085000000000061249e+00 2.323866248841826299e-01 -2.040658520688977406e-01
-5.075000000000061462e+00 2.366497065195336535e-01 -2.069727371781048264e-01
-5.065000000000061675e+00 2.405723932268154230e-01 -2.097305169728446439e-01
-5.055000000000061888e+00 2.441502917682483176e-01 -2.124277094016281120e-01
-5.045000000000062101e+00 2.473747191353220798e-01 -2.151381032990608011e-01
-5.035000000000062315e+00 2.502306704562859418e-01 -2.179538772295257221e-01
-5.025000000000062528e+00 2.527103798658980049e-01 -2.209658424967383128e-01
-5.015000000000062741e+00 2.548064260610329312e-01 -2.242467624258213943e-01
-5.005000000000062954e+00 2.565025083226344371e-01 -2.278684780564282364e-01
-4.995000000000063167e+00 2.577976419810593112e-01 -2.318846600177409123e-01
-4.985000000000063380e+00 2.586768182891452938e-01 -2.363194918360531915e-01
-4.975000000000063594e+00 2.591395065929388841e-01 -2.411870080534755378e-01
-4.965000000000063807e+00 2.591752395802423559e-01 -2.464731802350958456e-01
-4.955000000000064020e+00 2.587878857846164782e-01 -2.521594910486162355e-01
-4.945000000000064233e+00 2.579805083219409156e-01 -2.581676790422655632e-01
-4.935000000000064446e+00 2.567715712071207967e-01 -2.644339305157916153e-01
-4.925000000000064659e+00 2.551753297423781097e-01 -2.708682793377649167e-01
-4.915000000000064873e+00 2.532149552097643364e-01 -2.773760255113559281e-01
-4.905000000000065086e+00 2.509340308729231528e-01 -2.838440010024922411e-01
-4.895000000000065299e+00 2.483801919464631303e-01 -2.901693624497163615e-01
-4.885000000000065512e+00 2.456052608191547637e-01 -2.962431345604248922e-01
-4.875000000000065725e+00 2.426739241482305243e-01 -3.019666628656163532e-01
-4.865000000000065938e+00 2.396615323447341406e-01 -3.072688796503102449e-01
-4.855000000000066152e+00 2.366551938483081041e-01 -3.120755767609325604e-01
-4.845000000000066365e+00 2.337303297155144399e-01 -3.163480723932441396e-01
-4.835000000000066578e+00 2.309723518180985535e-01 -3.200574293395883063e-01
-4.825000000000066791e+00 2.284690738837417967e-01 -3.232008768220679396e-01
-4.815000000000067004e+00 2.263040163123586912e-01 -3.257935132772469267e-01
-4.805000000000067217e+00 2.245413091706881803e-01 -3.278950270815999546e-01
-4.795000000000067431e+00 2.232461527183880468e-01 -3.295509529801675108e-01
-4.785000000000067644e+00 2.224644522822122883e-01 -3.308331365401750990e-01
-4.775000000000067857e+00 2.222304132912105712e-01 -3.318327000062859522e-01
-4.765000000000068070e+00 2.225447855690544652e-01 -3.326492812944289446e-01
-4.755000000000068283e+00 2.234070501307199030e-01 -3.333766472445642837e-01
-4.745000000000068496e+00 2.247927011450240598e-01 -3.341219791851171572e-01
-4.735000000000068709e+00 2.266568349093601442e-01 -3.349630119408502638e-01
-4.725000000000068923e+00 2.289376733559107813e-01 -3.360027127184957996e-01
-4.715000000000069136e+00 2.315666395517032572e-01 -3.373175578391785501e-01
-4.705000000000069349e+00 2.344548007169347525e-01 -3.389688745262071645e-01
-4.695000000000069562e+00 2.375218031627744086e-01 -3.410100132441177267e-01
-4.685000000000069775e+00 2.406718936711507439e-01 -3.434670299421618833e-01
-4.675000000000069988e+00 2.438160644091255103e-01 -3.463554738068498895e-01
-4.665000000000070202e+00 2.468656155698796817e-01 -3.496778569242566803e-01
-4.655000000000070415e+00 2.497419911303468965e-01 -3.534232320910649650e-01
-4.645000000000070628e+00 2.523868523452024726e-01 -3.575567261912213635e-01
-4.635000000000070841e+00 2.547495677178556184e-01 -3.620347756853403154e-01
-4.625000000000071054e+00 2.567809980422234850e-01 -3.668000188543120710e-01
-4.615000000000071267e+00 2.584625811249409155e-01 -3.717844409645270631e-01
-4.605000000000071481e+00 2.597947948077791169e-01 -3.769213681088564027e-01
-4.595000000000071694e+00 2.607829397952973194e-01 -3.821405237105491848e-01
-4.585000000000071907e+00 2.614554209282895503e-01 -3.873489041769506702e-01
-4.575000000000072120e+00 2.618408187925476138e-01 -3.924704406356528952e-01
-4.565000000000072333e+00 2.619749871779445405e-01 -3.974169595153099754e-01
-4.555000000000072546e+00 2.619160474395062499e-01 -4.021283364997722543e-01
-4.545000000000072760e+00 2.617057853986715088e-01 -4.065113665527066988e-01
-4.535000000000072973e+00 2.614009079577666594e-01 -4.105055405795983714e-01
-4.525000000000073186e+00 2.610556819488291103e-01 -4.140428708719105511e-01
-4.515000000000073399e+00 2.607029643948134412e-01 -4.170678503445133245e-01
-4.505000000000073612e+00 2.603797461023572013e-01 -4.195358372393434010e-01
-4.495000000000073825e+00 2.601034730687316054e-01 -4.214074013305814659e-01
-4.485000000000074039e+00 2.599004491673086448e-01 -4.226415568049861071e-01
-4.475000000000074252e+00 2.597699994405857638e-01 -4.232175613214761989e-01
-4.465000000000074465e+00 2.596984362268084379e-01 -4.231212416907328411e-01
-4.455000000000074678e+00 2.596650174718820869e-01 -4.223512196127407470e-01
-4.445000000000074891e+00 2.596386861547836378e-01 -4.209122296144159892e-01
-4.435000000000075104e+00 2.595975353027197285e-01 -4.188132460390628364e-01
-4.425000000000075318e+00 2.594824072226113998e-01 -4.160929121611545156e-01
-4.415000000000075531e+00 2.592568846080048339e-01 -4.127779824383648877e-01
-4.405000000000075744e+00 2.588762142152353785e-01 -4.089160217600963376e-01
-4.395000000000075957e+00 2.582946037182466403e-01 -4.045629741880081842e-01
-4.385000000000076170e+00 2.574856373044482338e-01 -3.997851429004855017e-01
-4.375000000000076383e+00 2.564138651785150547e-01 -3.946506435190892392e-01
-4.365000000000076597e+00 2.550642188532342147e-01 -3.892407964271693555e-01
-4.355000000000076810e+00 2.534298203644241854e-01 -3.836437580301514938e-01
-4.345000000000077023e+00 2.515312768088145412e-01 -3.779604161673322804e-01
-4.335000000000077236e+00 2.493854985814256409e-01 -3.722741971864414467e-01
